# resources taken by cells in one time step - histograms
102 1 1 0 31 11 14 24 47 93 23 91 48 27 51 52 59 28 16 46 53 47 16 63 64 9 43 4 6 2 0 0 0 0 0 0 0 0 0 0 
329 0 0 9 0 6 13 31 3 34 22 105 38 9 21 13 106 12 22 43 16 61 26 36 60 11 35 15 0 20 0 0 0 0 0 0 0 0 0 0 
193 4 1 39 3 50 16 9 0 69 26 51 144 3 45 7 20 46 27 9 92 21 30 122 7 7 0 10 14 22 0 0 0 0 0 0 0 0 0 0 
241 0 0 3 11 22 4 12 29 7 0 29 45 159 27 28 70 73 75 27 54 77 9 21 41 0 0 12 12 0 0 0 0 0 0 0 0 0 0 0 
266 0 0 10 0 1 25 9 10 17 17 78 26 36 28 57 24 2 81 19 5 63 75 113 59 21 22 3 0 17 0 0 0 0 0 0 0 0 0 0 
19 0 0 17 3 3 198 22 6 22 20 33 54 94 65 171 25 24 99 2 41 89 30 6 8 4 21 6 3 0 0 0 0 0 0 0 0 0 0 0 
285 2 0 71 1 8 7 10 51 6 12 10 49 53 25 47 56 22 63 170 18 48 3 7 34 8 0 16 1 1 0 0 0 0 0 0 0 0 0 0 
275 0 2 0 52 0 8 26 22 10 16 25 13 59 2 53 29 18 8 35 36 18 226 10 57 7 4 4 65 0 0 0 0 0 0 0 0 0 0 0 
384 0 7 3 1 4 0 39 28 1 26 4 23 4 8 24 45 111 38 169 37 7 4 8 44 5 41 0 9 0 0 0 0 0 0 0 0 0 0 0 
363 0 0 0 3 24 8 1 29 86 14 118 28 13 5 22 0 22 7 3 68 27 58 6 42 59 26 12 45 1 0 0 0 0 0 0 0 0 0 0 
364 0 0 1 4 15 17 10 32 5 36 116 10 4 20 0 57 93 32 78 28 76 22 2 19 20 6 0 24 5 0 0 0 0 0 0 0 0 0 0 
195 0 0 10 24 9 10 20 20 10 27 7 155 1 4 20 76 79 6 179 15 67 84 3 1 0 0 48 12 0 0 0 0 0 0 0 0 0 0 0 
344 0 4 2 13 0 141 32 4 31 0 23 17 4 23 32 6 15 15 43 28 61 8 34 150 10 0 49 0 0 0 0 0 0 0 0 0 0 0 0 
131 0 6 8 56 56 0 28 25 6 82 33 15 10 46 227 5 3 27 187 3 12 75 11 9 20 7 2 0 0 0 0 0 0 0 0 0 0 0 0 
225 0 0 3 151 5 28 49 2 11 64 14 136 19 2 59 47 0 24 31 39 15 61 1 6 5 22 2 79 0 0 0 0 0 0 0 0 0 0 0 
354 0 0 0 6 48 4 0 8 25 0 10 8 36 73 6 202 12 2 0 5 3 0 49 178 32 7 2 2 0 0 0 0 0 0 0 0 0 0 0 
350 0 0 0 1 2 1 1 38 39 49 118 3 7 134 7 9 2 15 57 15 14 192 33 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
246 0 0 0 52 13 2 4 30 232 11 4 12 69 9 0 5 51 250 32 7 54 6 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
361 0 0 0 0 10 1 67 0 1 13 56 29 10 1 20 203 5 197 0 0 1 4 61 31 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 
365 0 0 0 1 0 45 0 0 15 9 3 0 9 242 1 11 1 22 4 0 259 23 24 6 0 3 16 0 23 0 0 0 0 0 0 0 0 0 0 
389 0 0 3 0 0 16 8 1 3 36 15 21 21 63 2 39 0 2 5 3 2 2 217 31 191 11 1 0 0 0 0 0 0 0 0 0 0 0 0 
370 0 0 0 0 0 19 39 79 4 112 2 38 6 4 132 19 18 4 4 0 15 3 1 0 1 1 1 215 0 0 0 0 0 0 0 0 0 0 0 
459 0 2 2 0 0 3 1 1 28 0 5 17 25 82 16 1 34 0 4 0 18 1 154 207 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 
355 0 0 0 16 15 0 0 21 1 4 28 99 102 57 5 0 1 122 2 4 10 35 109 92 1 17 0 0 0 0 0 0 0 0 0 0 0 0 0 
288 0 0 25 17 2 34 0 0 40 216 7 12 0 254 3 3 1 8 26 119 25 1 0 2 10 0 4 0 0 0 0 0 0 0 0 0 0 0 0 
7 0 3 0 3 0 0 6 283 12 343 28 5 5 0 30 1 172 22 7 0 42 1 41 6 3 0 11 52 0 0 0 0 0 0 0 0 0 0 0 
436 0 0 1 0 0 3 1 10 8 173 1 0 37 4 105 0 17 1 1 5 7 26 0 34 0 214 0 0 1 0 0 0 0 0 0 0 0 0 0 
567 0 0 0 1 0 0 0 0 2 0 0 13 17 10 22 0 0 15 1 193 38 3 2 0 65 0 1 140 0 0 0 0 0 0 0 0 0 0 0 
546 0 0 2 13 0 3 4 18 35 0 12 5 1 0 1 15 13 131 66 3 0 4 0 210 0 0 4 1 0 0 0 0 0 0 0 0 0 0 0 
483 0 0 37 1 11 7 0 34 7 0 21 4 6 0 116 84 0 4 0 2 3 1 1 243 21 0 0 5 0 0 0 0 0 0 0 0 0 0 0 
338 0 0 0 0 0 0 0 103 6 0 0 0 193 2 16 0 10 13 0 25 303 2 7 25 0 28 4 7 0 0 0 0 0 0 0 0 0 0 0 
331 0 0 0 0 0 0 7 0 28 14 0 2 107 297 2 205 14 19 15 28 1 6 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
350 0 0 22 0 0 1 0 0 35 3 83 0 228 1 97 10 7 39 1 0 0 204 1 11 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
426 0 0 0 30 0 6 0 1 4 0 8 10 2 0 71 0 0 0 13 181 1 14 4 0 0 280 0 0 18 0 0 0 0 0 0 0 0 0 0 
296 0 4 0 0 88 0 13 46 14 96 36 1 11 1 0 0 0 0 20 1 0 378 0 72 1 0 0 4 2 0 0 0 0 0 0 0 0 0 0 
395 0 0 7 6 0 0 0 0 18 0 2 4 267 3 14 4 26 192 120 0 1 0 1 0 0 1 0 16 0 0 0 0 0 0 0 0 0 0 0 
153 0 0 11 0 7 0 0 34 143 0 0 358 109 7 1 30 16 3 193 1 20 2 0 14 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
365 0 3 0 0 0 0 9 0 0 0 0 0 0 2 327 2 13 87 4 1 90 24 8 0 0 0 139 5 0 0 0 0 0 0 0 0 0 0 0 
379 0 0 0 0 0 0 0 0 0 84 0 0 0 92 8 0 18 1 1 459 3 18 5 0 9 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
56 0 0 0 0 0 0 2 178 611 12 32 0 0 0 1 2 122 2 10 2 0 12 23 0 4 0 0 0 30 0 0 0 0 0 0 0 0 0 0 
545 0 0 0 0 2 1 44 2 13 83 0 0 0 0 18 0 17 0 15 3 1 3 0 26 0 0 295 0 0 0 0 0 0 0 0 0 0 0 0 
419 0 15 2 27 24 3 9 0 0 0 0 0 3 6 91 377 8 1 0 3 0 0 7 2 0 83 0 0 0 0 0 0 0 0 0 0 0 0 0 
480 1 78 4 0 0 0 2 9 0 0 1 0 1 2 6 296 23 0 119 17 15 0 13 0 4 0 11 0 0 0 0 0 0 0 0 0 0 0 0 
195 0 0 20 1 1 0 0 117 18 0 493 33 0 0 0 2 5 0 5 0 38 29 0 132 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 
16 0 0 299 34 4 0 150 21 13 1 113 5 6 19 45 18 10 61 33 43 1 3 188 0 3 0 0 2 0 0 0 0 0 0 0 0 0 0 0 
167 25 1 128 0 3 1 58 309 17 161 0 7 1 1 0 9 1 3 5 0 0 0 178 19 4 0 3 0 0 0 0 0 0 0 0 0 0 0 0 
461 0 3 3 0 0 62 33 3 50 23 5 0 10 0 1 0 6 2 0 316 0 120 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
148 0 0 425 1 8 35 4 1 0 33 24 0 0 11 0 0 121 9 233 1 30 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
313 0 0 0 0 17 0 1 0 0 1 506 8 28 23 3 1 12 0 0 0 0 0 1 36 137 6 0 0 0 0 0 0 0 0 0 0 0 0 0 
643 0 0 8 0 0 0 0 0 32 8 0 13 62 6 0 12 0 0 0 0 0 208 1 0 0 0 94 0 0 0 0 0 0 0 0 0 0 0 0 
442 0 0 75 1 16 4 0 0 10 0 6 17 15 1 42 78 0 102 6 0 12 2 0 242 1 14 0 0 1 0 0 0 0 0 0 0 0 0 0 
601 0 0 0 0 0 0 0 5 5 0 91 0 0 4 2 10 57 15 0 22 1 0 0 4 0 0 0 10 248 0 0 0 0 0 0 0 0 0 0 
512 0 76 2 0 0 1 2 9 0 0 3 0 0 1 2 267 31 1 120 0 34 2 7 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 20 0 89 0 3 491 2 3 7 2 1 69 1 49 20 24 2 12 0 7 0 72 200 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 
446 0 5 0 4 0 3 5 130 0 4 0 6 0 0 0 365 0 0 0 1 0 0 88 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 
531 0 0 0 1 0 0 4 0 0 0 67 44 10 0 0 0 0 1 8 0 0 0 0 0 13 104 301 0 0 0 0 0 0 0 0 0 0 0 0 
436 0 0 0 0 0 1 0 0 6 2 0 1 316 157 13 121 3 26 0 0 7 3 1 0 1 3 0 1 0 0 0 0 0 0 0 0 0 0 0 
593 0 0 0 0 0 0 0 15 0 46 0 15 9 62 1 1 2 0 0 0 0 0 230 102 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 
343 0 0 0 1 0 0 0 0 316 3 64 153 0 53 6 23 2 0 0 0 114 0 0 7 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
558 0 0 7 0 0 1 0 45 0 6 0 85 3 0 1 1 2 0 0 282 2 1 9 0 0 0 0 0 76 0 0 0 0 0 0 0 0 0 0 
580 0 0 0 0 0 0 2 1 0 1 0 3 0 47 0 4 0 60 0 378 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
168 0 0 0 0 513 0 1 135 0 0 0 3 6 0 5 14 1 0 0 2 11 0 0 0 138 0 0 78 0 0 0 0 0 0 0 0 0 0 0 
316 0 0 2 0 0 0 0 0 28 0 0 0 1 426 80 8 100 0 116 0 1 1 0 0 0 1 0 5 0 0 0 0 0 0 0 0 0 0 0 
419 0 0 53 0 1 0 2 20 0 0 0 0 305 0 28 48 75 0 5 0 0 0 0 3 120 0 7 4 0 0 0 0 0 0 0 0 0 0 0 
600 0 0 0 1 5 0 0 0 0 0 8 0 1 0 59 1 0 0 39 0 1 69 292 0 1 0 0 6 0 0 0 0 0 0 0 0 0 0 0 
745 0 0 0 1 0 0 2 0 1 0 1 0 0 38 1 45 0 0 0 1 0 2 0 0 0 28 0 5 213 0 0 0 0 0 0 0 0 0 0 
345 9 0 1 66 6 109 0 0 1 0 3 4 0 15 381 5 3 0 25 0 1 103 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
546 0 11 0 0 2 0 5 0 0 0 0 0 0 0 0 0 268 121 73 0 0 0 0 0 0 60 0 0 0 0 0 0 0 0 0 0 0 0 0 
338 0 3 0 0 0 0 0 0 0 342 1 0 0 11 0 280 0 0 0 0 0 0 96 0 7 4 0 0 0 0 0 0 0 0 0 0 0 0 0 
470 0 0 0 0 0 0 0 0 0 0 0 278 3 1 77 1 0 150 2 0 4 2 7 0 0 0 93 0 0 0 0 0 0 0 0 0 0 0 0 
383 0 0 7 0 0 0 0 0 149 0 0 0 0 0 0 254 14 0 88 8 1 0 0 172 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
331 0 0 134 0 0 0 1 78 0 3 0 20 264 29 40 1 135 4 2 0 0 2 0 0 47 0 7 0 0 0 0 0 0 0 0 0 0 0 0 
397 0 0 0 3 2 0 0 0 0 11 0 142 0 56 290 4 0 0 0 4 0 5 0 168 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 
387 8 0 2 0 0 51 0 0 0 0 0 0 129 174 4 0 0 296 0 1 4 0 0 0 12 7 0 0 0 0 0 0 0 0 0 0 0 0 0 
583 0 0 0 2 1 0 0 0 0 18 0 0 95 36 6 245 0 0 0 4 0 0 4 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
461 0 0 0 1 0 0 0 0 0 20 0 0 120 42 336 0 0 0 0 4 0 3 0 97 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
431 0 0 0 1 3 17 146 85 0 185 0 7 0 0 0 73 2 0 0 3 0 0 3 0 0 1 0 131 0 0 0 0 0 0 0 0 0 0 0 
512 4 3 14 0 0 0 1 0 0 0 0 0 0 0 0 0 279 0 123 4 0 79 0 77 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
348 0 0 0 1 0 0 0 0 0 208 0 0 317 84 1 6 0 2 2 3 2 0 0 121 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
420 0 0 0 0 0 0 0 0 2 106 1 13 0 0 1 372 0 0 154 0 4 0 0 0 3 0 0 0 8 0 0 0 0 0 0 0 0 0 0 
352 0 0 109 4 1 0 3 100 1 0 0 24 0 282 84 0 34 78 3 0 0 2 0 0 14 7 3 0 0 0 0 0 0 0 0 0 0 0 0 
88 29 11 0 0 0 0 263 364 7 6 144 1 0 0 1 0 0 7 0 0 0 0 165 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 
285 0 0 0 0 0 0 0 163 10 0 0 0 199 2 259 3 2 1 0 2 0 2 6 0 149 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
411 0 0 83 17 1 109 2 0 0 0 0 2 5 0 0 0 4 0 0 0 283 0 153 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 
496 0 0 0 0 81 2 7 1 70 1 0 2 0 0 0 0 0 46 0 0 282 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
639 0 1 0 0 0 0 0 0 67 0 0 0 0 0 0 0 74 0 81 0 1 0 0 0 220 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
470 30 4 0 0 4 44 0 2 0 4 0 2 119 0 0 403 0 2 0 0 3 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 
228 0 0 95 0 5 0 0 0 417 0 189 133 4 2 0 7 0 3 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
# Running this program took 140 seconds.
